Id,Name,Address,City,State,Zip,Website
202,COLEGIO TECNICO DE ELECTRICIDAD GALLOZA,CARR 4416 KM 2.5 INT. BO LAGUNA,AGUADA,PR,00602,www.ctegpr.com/CTEG_Web/
203,WABASH COLLEGE,301 WEST WABASH AVENUE,CRAWFORDSVILLE,IN,47933,www.wabash.edu/
204,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,77 MASSACHUSETTS AVENUE,CAMBRIDGE,MA,02139,web.mit.edu/
205,BATES COLLEGE,2 ANDREWS ROAD,LEWISTON,ME,04240,www.bates.edu/
206,NORTHERN MICHIGAN UNIVERSITY,1401 PRESQUE ISLE AVENUE,MARQUETTE,MI,49855,https://www.nmu.edu/
207,SOUTHWEST MINNESOTA STATE UNIVERSITY,1501 STATE ST,MARSHALL,MN,56258,www.smsu.edu/
208,DAWSON COMMUNITY COLLEGE,300 COLLEGE DR,GLENDIVE,MT,59330,www.dawson.edu/
209,DAKOTA COLLEGE AT BOTTINEAU,105 SIMRALL BLVD,BOTTINEAU,ND,58318,www.dakotacollege.edu/
210,EMPIRE BEAUTY SCHOOL-HANOVER PARK,1166 EAST LAKE ST,HANOVER PARK,IL,60133,www.empire.edu/
211,DRURY UNIVERSITY,900 N. BENTON AVE,SPRINGFIELD,MO,65802,www.drury.edu/
212,JOHNSON C SMITH UNIVERSITY,100 BEATTIES FORD ROAD,CHARLOTTE,NC,28216,www.jcsu.edu/
213,SOUTHERN STATES UNIVERSITY,"1094 CUHADY PLACE, #120",SAN DIEGO,CA,92110,www.ssu.edu/
214,BOLIVAR TECHNICAL COLLEGE,1135 NORTH OAKLAND AVENUE,BOLIVAR,MO,65613,www.bolivarcollege.org/
215,MASTER'S BARBER & STYLING COLLEGE,14665 D LEBANON ROAD,OLD HICKORY,TN,37138,mastersbarbercollege.edu/
216,THE COLLEGE OF HEALTH CARE PROFESSIONS-SOUTH SAN ANTONIO,1964 SW MILITARY DRIVE,SAN ANTONIO,TX,78221,chcp.edu/
217,SHEAR PERFECTION ACADEMY OF COSMETOLOGY,5620 NOLESVILLE PIKE,NASHVILLE,TN,37211,www.spanash.com/
218,STRAYER UNIVERSITY - DECATUR CAMPUS,"305 2ND AVENUE, SOUTHEAST",DECATUR,AL,35601,NOT AVAILABLE
219,ARIZONA STATE UNIVERSITY - YAVAPAI COLLEGE PRESCOTT VALLEY CAMPUS,6955 PANTHER PATH,PRESCOTT VALLEY,AZ,86314,NOT AVAILABLE
220,GUIDANCE COLLEGE,1902 BAKER RD,HOUSTON,TX,77094,www.guidancecollege.org/
221,EDUCATIONAL TECHNICAL COLLEGE,"CALLE ALBIZU CAMPOS #65, INTERIOR",LARES,PR,00669,www.edutecpr.com
222,MARYLAND INSTITUTE COLLEGE OF ART,1300 MOUNT ROYAL AVENUE,BALTIMORE,MD,21217,www.mica.edu/
223,CAAN ACADEMY OF NURSING,4747 LINCOLN MALL DR. - SUITE 420,MATTESON,IL,60443,caanacademy.org/
224,MED ACADEMY,"3418 WEST 84TH STREET, SUITE 106",HIALEAH,FL,33018,www.medacademy.edu/
225,CHRISTIAN CULINARY ACADEMY,289 N SPRUCE ST #1484,CANNON BEACH,OR,97110,https://www.christianculinary.org/
226,LENOIR COMMUNITY COLLEGE,231 HIGHWAY 58 SOUTH,KINSTON,NC,28502,https://www.lenoircc.edu/
227,GANNON UNIVERSITY,109 W SIXTH ST,ERIE,PA,16541,www.gannon.edu/
228,THE ART INSTITUTE OF VIRGINIA BEACH,"TWO COLUMBUS CENTER, 4500 MAIN ST STE 100",VIRGINIA BEACH,VA,23462,www.artinstitutes.edu/virginia-beach/
229,PASSAIC COUNTY COMMUNITY COLLEGE,ONE COLLEGE BLVD,PATERSON,NJ,07505,www.pccc.edu/
230,COMPASS COLLEGE OF CINEMATIC ARTS,41 SHELDON BLVD SE,GRAND RAPIDS,MI,49503,compass.edu/
231,PELOTON COLLEGE,8150 NORTH CENTRAL EXPRESSWAY M2240,DALLAS,TX,75206,www.pelotoncollege.edu/
232,JOHNS HOPKINS UNIVERSITY,3400 N CHARLES ST,BALTIMORE,MD,21218,www.jhu.edu/
233,SAINT JOSEPH SEMINARY COLLEGE,75376 RIVER ROAD,ST. BENEDICT,LA,70457,https://www.sjasc.edu/
234,COLUMBIA INTERNATIONAL UNIVERSITY,7435 MONTICELLO RD,COLUMBIA,SC,29203,www.ciu.edu/
235,DEL MAR COLLEGE,101 BALDWIN BLVD.,CORPUS CHRISTI,TX,78404,www.delmar.edu/
236,UNIVERSITY OF ARKANSAS AT MONTICELLO,HIGHWAY 425 SOUTH,MONTICELLO,AR,71656,www.uamont.edu/
237,CRU INSTITUTE OF COSMETOLOGY AND BARBERING,11889 VALLEY VIEW ST SUITE C,GARDEN GROVE,CA,92845,www.cruinstitute.com/
238,CRAWFORD COUNTY CAREER AND TECHNICAL CENTER PRACTICAL NURSING PROGRAM,860 THURSTON RD,MEADVILLE,PA,16335,www.crawfordctc.org/
239,COLLEGE OF THE CANYONS,26455 ROCKWELL CANYON RD,SANTA CLARITA,CA,91355,www.canyons.edu/
240,COLLEGE OF THE DESERT,43-500 MONTEREY AVE,PALM DESERT,CA,92260,www.collegeofthedesert.edu/
241,RED ROCKS COMMUNITY COLLEGE,13300 W SIXTH AVE,LAKEWOOD,CO,80228,www.rrcc.edu/
242,WASHINGTON & JEFFERSON COLLEGE,60 S LINCOLN ST,WASHINGTON,PA,15301,www.washjeff.edu/
243,ASHTABULA COUNTY TECHNICAL AND CAREER CAMPUS,1565 STATE ROUTE 167,JEFFERSON,OH,44047,www.atech.edu/
244,VIRGINIA POLYTECHNIC INSTITUTE AND STATE UNIVERSITY,"210 BURRUSS HALL, 800 DRILLFIELD DR.",BLACKSBURG,VA,24061,www.vt.edu/
245,LEARNET ACADEMY INC,"3251 WEST 6TH STREET, 2ND FLOOR",LOS ANGELES,CA,90020,www.learnet.edu/
246,DYERSBURG STATE COMMUNITY COLLEGE,1510 LAKE RD,DYERSBURG,TN,38024,www.dscc.edu/
247,BLACKHAWK TECHNICAL COLLEGE,6004 SOUTH COUNTY ROAD G,JANESVILLE,WI,53547,www.blackhawk.edu/
248,BROKEN ARROW BEAUTY COLLEGE,11122 E 71ST ST,TULSA,OK,74133,www.babeautycollege.com/
249,VICTORIA'S ACADEMY OF COSMETOLOGY,23 W. 1ST AVE.,KENNEWICK,WA,99336,www.victoriasacademy.edu/
250,EMPIRE BEAUTY SCHOOL-CHANDLER,2978 N ALMA SCHOOL RD #1-3,CHANDLER,AZ,85224,www.empire.edu/
251,WATTS SCHOOL OF NURSING,2828 CROADSAILE DRIVE SUITE 200,DURHAM,NC,27705,www.wattsschoolofnursing.org/
252,UNIVERSITY OF CALIFORNIA-LOS ANGELES,405 HILGARD AVE,LOS ANGELES,CA,90095,www.ucla.edu/
253,ADLER UNIVERSITY,17 NORTH DEARBORN STREET,CHICAGO,IL,60602,www.adler.edu/
254,GOLDEN GATE UNIVERSITY-SAN FRANCISCO,536 MISSION STREET,SAN FRANCISCO,CA,94105,www.ggu.edu/
255,VISTA COLLEGE-ONLINE,"300 N. COIT RD, SUITE 300",RICHARDSON,TX,75080,vistacollege.edu/
256,HIGHLINE COLLEGE,2400 S 240TH ST,DES MOINES,WA,98198,www.highline.edu/
257,TURTLE MOUNTAIN COMMUNITY COLLEGE,10145 BIA #7,BELCOURT,ND,58316,www.tm.edu/
258,FRANKLIN COLLEGE,101 BRANIGIN BLVD,FRANKLIN,IN,46131,www.franklincollege.edu/
259,UNIVERSITY OF SOUTHERN INDIANA,8600 UNIVERSITY BLVD,EVANSVILLE,IN,47712,www.usi.edu/
260,PAUL MITCHELL THE SCHOOL-LOUISVILLE,156 NORTH HURSTBOURNE PARKWAY,LOUISVILLE,KY,40222,louisville.paulmitchell.edu/
261,BLACKFEET COMMUNITY COLLEGE,504 S.E. EAST BOUNDARY,BROWNING,MT,59417,bfcc.edu/
262,SUNY COLLEGE OF TECHNOLOGY AT CANTON,34 CORNELL DRIVE,CANTON,NY,13617,www.canton.edu/
263,"JOSEF'S SCHOOL OF HAIR, SKIN & BODY-GRAND FORKS",2011 SOUTH WASHINGTON ST,GRAND FORKS,ND,58201,jsohd.com/
264,KETTERING COLLEGE,3737 SOUTHERN BLVD,KETTERING,OH,45429,kc.edu/
265,ATA CAREER EDUCATION,"7351 SPRING HILL DRIVE, SUITE 11",SPRING HILL,FL,34606,www.atafl.edu/
266,ROCKY MOUNTAIN UNIVERSITY OF HEALTH PROFESSIONS,122 EAST 1700 SOUTH,PROVO,UT,84606,https://rm.edu/
267,MONROE 2 ORLEANS BOCES-CENTER FOR WORKFORCE DEVELOPMENT,3555 BUFFALO RD,ROCHESTER,NY,14624,www.monroe2cwd.edu/
268,JONES COUNTY JUNIOR COLLEGE,900 SOUTH COURT STREET,ELLISVILLE,MS,39437,www.jcjc.edu/
269,ALLEGHENY WESLEYAN COLLEGE,2161 WOODSDALE RD,SALEM,OH,44460,awc.edu/
270,ST JOSEPH SCHOOL OF NURSING,5 WOODWARD AVE,NASHUA,NH,03060,www.sjson.edu/
271,MACHZIKEI HADATH RABBINICAL COLLEGE,5407 16TH AVE,BROOKLYN,NY,11204,https://mhrc.edu/
272,MIDWAY PARIS BEAUTY SCHOOL,54-40 MYRTLE AVE,RIDGEWOOD,NY,11385,www.midwayparis.com/
273,KENT STATE UNIVERSITY AT KENT,"EXECUTIVE OFFICE, 2ND FLOOR LIBRARY",KENT,OH,44242,www.kent.edu/
274,BRYAN UNIVERSITY,3704 W. WALNUT ST.,ROGERS,AR,72756,www.bryanu.edu/
275,AUBURN UNIVERSITY AT MONTGOMERY,7440 EAST DRIVE,MONTGOMERY,AL,36117,www.aum.edu/
276,JOHNSON & WALES UNIVERSITY-ONLINE,8 ABBOTT PARK PL,PROVIDENCE,RI,02903,https://online.jwu.edu/?_ga=2.244666885.1432107725.1502198571-1382828486.1499961993
277,BETHANY COLLEGE,31 E CAMPUS DR,BETHANY,WV,26032,www.bethanywv.edu/
278,CAMBRIDGE JUNIOR COLLEGE-YUBA CITY,939 LIVE OAK BLVD,YUBA CITY,CA,95991,www.cambridge.edu/
279,UNIVERSITY OF PITTSBURGH-JOHNSTOWN,450 SCHOOLHOUSE ROAD,JOHNSTOWN,PA,15904,www.upj.pitt.edu/
280,CENTRAL WYOMING COLLEGE,2660 PECK AVENUE,RIVERTON,WY,82501,https://www.cwc.edu/
281,CAPITAL UNIVERSITY,1 COLLEGE AND MAIN,COLUMBUS,OH,43209,https://www.capital.edu/
282,WARNER PACIFIC UNIVERSITY,2219 SE 68TH AVE,PORTLAND,OR,97215,www.warnerpacific.edu/
283,AUGUSTA TECHNICAL COLLEGE,3200 AUGUSTA TECH DRIVE,AUGUSTA,GA,30906,www.augustatech.edu/
284,CENTURA COLLEGE-VIRGINIA BEACH,2697 DEAN DR. STE. 100,VIRGINIA BEACH,VA,23452,https://www.centuracollege.edu/campuses/virginia-beach/
285,SOUTH UNIVERSITY-COLUMBIA,9 SCIENCE COURT,COLUMBIA,SC,29203,"www.southuniversity.edu/columbia#location=Columbia, SC"
286,ARKANSAS STATE UNIVERSITY,2105 E. AGGIE ROAD,JONESBORO,AR,72401,www.astate.edu/
287,COBA ACADEMY,663 N. EUCLID STREET,ANAHEIM,CA,92801,www.coba.edu/
288,TRICOCI UNIVERSITY OF BEAUTY CULTURE-CHICAGO NW,5321 N HARLEM AVE,CHICAGO,IL,60656,www.tricociuniversity.edu/
289,SOUTHWESTERN COLLEGE,900 OTAY LAKES RD.,CHULA VISTA,CA,91910,https://www.swccd.edu/
290,THE WRIGHT INSTITUTE,2728 DURANT AVE,BERKELEY,CA,94704,www.wi.edu/
291,WHITTIER COLLEGE,13406 E PHILADELPHIA STREET,WHITTIER,CA,90601,www.whittier.edu/
292,MCKENDREE UNIVERSITY,701 COLLEGE RD,LEBANON,IL,62254,https://www.mckendree.edu/
293,WILLIAM WOODS UNIVERSITY,ONE UNIVERSITY AVENUE,FULTON,MO,65251,https://www.williamwoods.edu/
294,STUDIO JEWELERS,32 E 31 ST,NEW YORK,NY,10016,www.studiojewelersltd.com/
295,EDUCATIONAL TECHNICAL COLLEGE-RECINTO DE COAMO,CALLE BALDORIOTY #16,COAMO,PR,00769,www.edutecpr.com/
296,CAPITAL COMMUNITY COLLEGE,950 MAIN STREET,HARTFORD,CT,06103,www.ccc.commnet.edu/
297,NORTH FLORIDA TECHNICAL COLLEGE,609 N ORANGE ST,STARKE,FL,32091,www.nftc.edu/
298,MAYO CLINIC COLLEGE OF MEDICINE AND SCIENCE,200 1ST ST SW,ROCHESTER,MN,55905,https://college.mayo.edu/
299,ST CATHERINE UNIVERSITY,2004 RANDOLPH AVE,SAINT PAUL,MN,55105,https://www.stkate.edu/
300,NASH COMMUNITY COLLEGE,522 N. OLD CARRIAGE ROAD,ROCKY MOUNT,NC,27804,https://www.nashcc.edu/
301,ROBESON COMMUNITY COLLEGE,5160 FAYETTEVILLE ROAD,LUMBERTON,NC,28360,www.robeson.edu/
302,ACADEMY OF HAIR TECHNOLOGY,3715 E NORTH ST STE F,GREENVILLE,SC,29615,www.hairchamps.com/
303,QUEEN CITY COLLEGE,1594 FORT CAMPBELL BLVD,CLARKSVILLE,TN,37042,www.queencitycollege.com/
304,SULLIVAN UNIVERSITY,3101 BARDSTOWN RD,LOUISVILLE,KY,40205,www.sullivan.edu/
305,LANSING COMMUNITY COLLEGE,610 N CAPITOL AVE,LANSING,MI,48933,https://www.lcc.edu/
306,MONROE COMMUNITY COLLEGE,1000 E HENRIETTA RD,ROCHESTER,NY,14623,www.monroecc.edu/
307,BNOS ZION OF BOBOV SEMINARY,5000 14TH AVENUE,BROOKLYN,NY,11219,https://www.bnoszionbobov.com/
308,IDAHO COLLEGE OF OSTEOPATHIC MEDICINE,1401 EAST CENTRAL DRIVE,MERIDIAN,ID,83642,https://www.idahocom.org/
309,SAN JOAQUIN VALLEY COLLEGE-SANTA MARIA,303 PLAZA DRIVE,SANTA MARIA,CA,93454,https://www.sjvc.edu/
310,NATURAL IMAGES BEAUTY COLLEGE,236 OLD ANGLETON ROAD,CLUTE,TX,77531,natural-images-bc.com/
311,ATLANTIC CAPE COMMUNITY COLLEGE,5100 BLACK HORSE PIKE,MAYS LANDING,NJ,08330,www.atlantic.edu/
312,ARCADIA UNIVERSITY,450 S EASTON RD,GLENSIDE,PA,19038,https://www.arcadia.edu/
313,HOWARD COLLEGE,1001 BIRDWELL LANE,BIG SPRING,TX,79720,https://www.howardcollege.edu/
314,NORTH CENTRAL STATE COLLEGE,2441 KENWOOD CIRCLE,MANSFIELD,OH,44901,https://www.ncstatecollege.edu/
315,FORTIS COLLEGE-INDIANAPOLIS,9001 N WESLEYAN RD STE 101,INDIANAPOLIS,IN,46268,www.fortiscollege.edu/
316,PAUL MITCHELL THE SCHOOL-PHOENIX,3423 W BETHANY HOME ROAD,PHOENIX,AZ,85017,paulmitchell.edu/phoenix
317,OKLAHOMA CITY UNIVERSITY,2501 N BLACKWELDER,OKLAHOMA CITY,OK,73106,www.okcu.edu/
318,MONTGOMERY COUNTY COMMUNITY COLLEGE,340 DEKALB PIKE,BLUE BELL,PA,19422,www.mc3.edu/
319,SAVANNAH COLLEGE OF ART AND DESIGN,342 BULL ST,SAVANNAH,GA,31402,www.scad.edu/
320,ROB ROY ACADEMY-FALL RIVER,260 S MAIN ST,FALL RIVER,MA,02720,www.rob-roy.com/
321,RADFORD UNIVERSITY,801 EAST MAIN ST.,RADFORD,VA,24142,https://www.radford.edu/
322,CONCORDE CAREER COLLEGE-GRAND PRAIRIE,305 W. INTERSTATE 20,GRAND PRAIRIE,TX,75052,https://www.concorde.edu/campus/grand-prairie-texas
323,PAUL MITCHELL THE SCHOOL-ST LOUIS,30 MARYLAND PLAZA SUITE 200,ST. LOUIS,MO,63108,paulmitchell.edu/stlouis
324,KENNETH SHULER SCHOOL OF COSMETOLOGY AND NAILS-COLUMBIA,449 SAINT ANDREWS RD,COLUMBIA,SC,29210,www.kennethshuler.com/
325,KEYSTONE COLLEGE,ONE COLLEGE GREEN,LA PLUME,PA,18440,www.keystone.edu/
326,REMINGTON COLLEGE-CLEVELAND CAMPUS,14445 BROADWAY AVE,CLEVELAND,OH,44125,www.remingtoncollege.edu/cleveland-ohio-career-schools-overview
327,MIDWESTERN UNIVERSITY-DOWNERS GROVE,555 31ST STREET,DOWNERS GROVE,IL,60515,https://www.midwestern.edu/
328,OHIO STATE UNIVERSITY-MARION CAMPUS,1461 MOUNT VERNON AVE,MARION,OH,43302,osumarion.osu.edu/
329,EMPIRE BEAUTY SCHOOL-WARWICK,151 BROADWAY,PROVIDENCE,RI,02903,www.empire.edu/
330,WEATHERFORD COLLEGE,225 COLLEGE PARK DRIVE,WEATHERFORD,TX,76086,https://www.wc.edu/
331,BLUEGRASS COMMUNITY AND TECHNICAL COLLEGE,470 COOPER DRIVE,LEXINGTON,KY,40506,https://bluegrass.kctcs.edu/
332,PAUL MITCHELL THE SCHOOL-PORTLAND,234 SW BROADWAY,PORTLAND,OR,97205,paulmitchell.edu/portland
333,THE COLLEGE OF HEALTH CARE PROFESSIONS-FORT WORTH,4248 NORTH FREEWAY,FORT WORTH,TX,76137,www.chcp.edu/
334,GRAND VALLEY STATE UNIVERSITY,1 CAMPUS DR,ALLENDALE,MI,49401,www.gvsu.edu/
335,RIVERLAND COMMUNITY COLLEGE,1900 8TH AVE NW,AUSTIN,MN,55912,https://www.riverland.edu/
336,NATIONAL AMERICAN UNIVERSITY-RAPID CITY,5301 MOUNT RUSHMORE ROAD,RAPID CITY,SD,57701,www.national.edu/locations/campuses/rapid-city/
337,MID-DEL TECHNOLOGY CENTER,1621 MAPLE DR,MIDWEST CITY,OK,73110,www.middeltech.com/
338,SUM BIBLE COLLEGE AND THEOLOGICAL SEMINARY,1101 INVESTMENT BLVD. #115,EL DORADO HILLS,CA,95762,www.sum.edu/
339,UNITED THEOLOGICAL SEMINARY OF THE TWIN CITIES,767 EUSTIS ST. SUITE 140,ST. PAUL,MN,55114,www.unitedseminary.edu/
340,REMINGTON COLLEGE-HOUSTON SOUTHEAST CAMPUS,20985 INTERSTATE 45 SOUTH,WEBSTER,TX,77598,www.remingtoncollege.edu/houston-career-schools-overview
341,OTTAWA UNIVERSITY-ONLINE,1001 SOUTH CEDAR,OTTAWA,KS,66067,www.ottawa.edu/
342,DICKINSON STATE UNIVERSITY,291 CAMPUS DRIVE,DICKINSON,ND,58601,www.dickinsonstate.edu/
343,POINT UNIVERSITY,507 WEST 10TH STREET,WEST POINT,GA,31833,point.edu/
344,NORTH-WEST COLLEGE-WEST COVINA,2101 W GARVEY AVE,WEST COVINA,CA,91790,www.north-westcollege.edu/
345,ARKANSAS STATE UNIVERSITY-MOUNTAIN HOME,1600 SOUTH COLLEGE STREET,MOUNTAIN HOME,AR,72653,www.asumh.edu/
346,THE MODERN COLLEGE OF DESIGN,1725 E DAVID RD,KETTERING,OH,45440,https://themodern.edu/
347,FLORIDA INSTITUTE OF TECHNOLOGY,150 WEST UNIVERSITY BOULEVARD,MELBOURNE,FL,32901,www.fit.edu/
348,EDUCATORS OF BEAUTY COLLEGE OF COSMETOLOGY-PERU,3602 MARQUETTE RD STE 2,PERU,IL,61354,www.educatorsofbeauty.com/
349,ANOKA TECHNICAL COLLEGE,1355 HIGHWAY 10 WEST,ANOKA,MN,55303,www.anokatech.edu/
350,BETHANY LUTHERAN COLLEGE,700 LUTHER DR,MANKATO,MN,56001,https://www.blc.edu/
351,EMPIRE BEAUTY SCHOOL-CHERRY HILL,2100 STATE HIGHWAY #38 PLAZA CHERRY HILL,CHERRY HILL,NJ,08002,www.empire.edu/
352,SALEM COLLEGE,601 S CHURCH ST,WINSTON-SALEM,NC,27101,www.salem.edu/
353,WAKE FOREST UNIVERSITY,1834 WAKE FOREST ROAD,WINSTON-SALEM,NC,27106,www.wfu.edu/
354,NEW PROFESSIONS TECHNICAL INSTITUTE,4000 W. FLAGLER ST.,MIAMI,FL,33134,www.npti.edu/
355,MR LEON'S SCHOOL OF HAIR DESIGN-LEWISTON,205 10TH ST,LEWISTON,ID,83501,mrleons.com/
356,ORLEANS NIAGARA BOCES-PRACTICAL NURSING PROGRAM,3181 SAUNDERS SETTLEMENT RD,SANBORN,NY,14132,www.onboces.org/
357,UNIVERSAL TECHNICAL INSTITUTE OF MASSACHUSETTS INC,"ONE UPLAND ROAD, BUILDING 200",NORWOOD,MA,02062,www.uti.edu/
358,YESHIVA GEDOLAH KESSER TORAH,50 CEDAR LANE,MONSEY,NY,10952,https://yeshivagedolahkessertorah.com/
359,SHEAR EXCELLENCE HAIR ACADEMY,3663 & 3679 W. WATERS AVENUE,TAMPA,FL,33614,shearexcellhairacademy.org/
360,RIVIER UNIVERSITY,420 SOUTH MAIN ST,NASHUA,NH,03060,www.rivier.edu/
361,SHEAR EGO INTERNATIONAL SCHOOL OF HAIR DESIGN,525 TITUS AVE,ROCHESTER,NY,14617,www.shearegoschool.com/
362,COLLEGE OF HAIR DESIGN CAREERS,1684 CLAY ST NE,SALEM,OR,97301,www.collegeofhairdesigncareers.com/
363,TOURO UNIVERSITY WORLDWIDE,10601 CALLE LEE #179,LOS ALAMITOS,CA,90720,www.tuw.edu/
364,CARROLL COMMUNITY COLLEGE,1601 WASHINGTON RD,WESTMINSTER,MD,21157,www.carrollcc.edu/
365,MEREDITH COLLEGE,3800 HILLSBOROUGH ST,RALEIGH,NC,27607,www.meredith.edu/
366,SIGNATURE HEALTHCARE BROCKTON HOSPITAL SCHOOL OF NURSING,53 ADAMS STREET,BROCKTON,MA,02302,www.bhson.org/
367,UNIVERSITY OF NEW MEXICO-GALLUP CAMPUS,705 GURLEY AVE.,GALLUP,NM,87301,www.gallup.unm.edu/
368,ST PAUL'S SCHOOL OF NURSING-QUEENS,97-77 QUEENS BLVD,REGO PARK,NY,11374,https://www.stpaulsschoolofnursing.edu/
369,EAGLE GATE COLLEGE-MURRAY,5588 SOUTH GREEN STREET,MURRAY,UT,84123,eaglegatecollege.edu/
370,SALON SUCCESS ACADEMY-UPLAND,1385 E. FOOTHILL BLVD,UPLAND,CA,91786,www.gotobeautyschool.com/
371,TEXAS BEAUTY COLLEGE,4123 DENTON HWY,HALTOM CITY,TX,76117,texasbeautyinfo.com/
372,RENTON TECHNICAL COLLEGE,3000 NE FOURTH ST,RENTON,WA,98056,www.rtc.edu/
373,PLATT COLLEGE-MILLER-MOTTE TECHNICAL-CHARLESTON,"8085 RIVERS AVE., STE E",CHARLESTON,SC,29418,https://miller-motte.edu/
374,NORTHWEST COLLEGE-HILLSBORO,"1049 SW BASELINE RD, SUITE 500, BUILDING E",HILLSBORO,OR,97123,www.nwcollege.edu/
375,DESIGN'S SCHOOL OF COSMETOLOGY,2727 BUENA VISTA DRIVE #105,PASO ROBLES,CA,93446,www.designsschool.edu/
376,BARTON COUNTY COMMUNITY COLLEGE,245 NE 30TH ROAD,GREAT BEND,KS,67530,www.bartonccc.edu/
377,RICHARD BLAND COLLEGE,11301 JOHNSON ROAD,SOUTH PRINCE GEORGE,VA,23805,www.rbc.edu/
378,GRAND VIEW UNIVERSITY,1200 GRANDVIEW AVE,DES MOINES,IA,50316,www.grandview.edu/
379,LINCOLN TECHNICAL INSTITUTE-ALLENTOWN,5151 TILGHMAN ST,ALLENTOWN,PA,18104,www.lincolntech.edu/campus/allentown-pa
380,LAMSON INSTITUTE,5819 NW LOOP 410-STE 160,SAN ANTONIO,TX,78238,https://lamson.edu/
381,UNIVERSITY OF SAINT JOSEPH,1678 ASYLUM AVENUE,WEST HARTFORD,CT,06117,https://www.usj.edu/
382,UNIVERSITY OF CINCINNATI-BLUE ASH COLLEGE,9555 PLAINFIELD RD,BLUE ASH,OH,45236,www.ucblueash.edu/
383,OHIO VALLEY COLLEGE OF TECHNOLOGY,15258 STATE ROUTE 170,EAST LIVERPOOL,OH,43920,ovct.edu/
384,WRIGHT STATE UNIVERSITY-MAIN CAMPUS,3640 COLONEL GLENN HIGHWAY,DAYTON,OH,45435,www.wright.edu/
385,PONTOTOC TECHNOLOGY CENTER,601 W 33RD,ADA,OK,74820,www.pontotoctech.edu/
386,OGLE SCHOOL HAIR SKIN NAILS-FT WORTH,"6125 SOUTHWEST LOOP 820, SUITE 128",FORT WORTH,TX,76132,www.ogleschool.edu/
387,EMORY & HENRY COLLEGE,30461 GARNAND DRIVE,EMORY,VA,24327,www.ehc.edu/
388,OGLE SCHOOL HAIR SKIN NAILS-HURST,720-B ARCADIA STREET,HURST,TX,76053,www.ogleschool.edu/
389,UCAS UNIVERSITY OF COSMETOLOGY ARTS & SCIENCES,"910 SOUTHEAST MILITARY, SUITE 100",SAN ANTONIO,TX,78214,www.ucastx.com/
390,YESHIVA OHR ELCHONON CHABAD WEST COAST TALMUDICAL SEMINARY,7215 WARING AVE,LOS ANGELES,CA,90046,www.yoec.edu/
391,UNIVERSITY OF COLORADO BOULDER,REGENT DRIVE AT BROADWAY,BOULDER,CO,80309,www.colorado.edu/
392,LINCOLN COLLEGE OF TECHNOLOGY-DENVER,11194 E 45TH AVE,DENVER,CO,80239,www.lincolntech.edu/campus/denver-co
393,COLUMBIA COLLEGE,11600 COLUMBIA COLLEGE DR,SONORA,CA,95370,www.gocolumbia.edu/
394,COLLEGE OF WESTERN IDAHO,5500 EAST OPPORTUNITY DRIVE,NAMPA,ID,83687,https://cwi.edu/
395,ROBERT PAUL ACADEMY OF COSMETOLOGY ARTS & SCIENCES,29 GREENMEADOW DR,TIMONIUM,MD,21093,www.robertpaulacademy.com/
396,SAN JOSE STATE UNIVERSITY,ONE WASHINGTON SQUARE,SAN JOSE,CA,95192,www.sjsu.edu/
397,VOLUNTEER STATE COMMUNITY COLLEGE,1480 NASHVILLE PIKE,GALLATIN,TN,37066,www.volstate.edu/
398,MIDAMERICA NAZARENE UNIVERSITY,2030 E COLLEGE WAY,OLATHE,KS,66062,www.mnu.edu/
399,LU ROSS ACADEMY,470 EAST THOMPSON BLVD,VENTURA,CA,93001,www.lurossacademy.com/
400,INSTITUCION CHAVIANO DE MAYAGUEZ,CALLE RAMOS ANTONINI #116 ESTE,MAYAGUEZ,PR,00680,www.mayaguezinstituteoftechnology.com/
401,HERZING UNIVERSITY-ORLANDO,1865 SR 436,WINTER PARK,FL,32792,https://www.herzing.edu/
402,MECH-TECH COLLEGE,NUM 39-40 B ST W INDUSTRIAL PK,CAGUAS,PR,00725,https://www.mechtech.edu/
403,MEDICAL TRAINING COLLEGE,10525 PLAZA AMERICANA DRIVE,BATON ROUGE,LA,70816,www.mtcbr.com/
404,BARNARD COLLEGE,3009 BROADWAY,NEW YORK,NY,10027,www.barnard.edu/
405,SAN JOAQUIN COLLEGE OF LAW,901 FIFTH ST,CLOVIS,CA,93612,www.sjcl.edu/
406,LINCOLN COLLEGE OF TECHNOLOGY-COLUMBIA,9325 SNOWDEN RIVER PKY,COLUMBIA,MD,21046,www.lincolntech.edu/campus/columbia-md
407,KIRKSVILLE AREA TECHNICAL CENTER,1103 S COTTAGE GROVE,KIRKSVILLE,MO,63501,kirksviller3.wixsite.com/katc
408,UNIVERSITY OF NORTH CAROLINA AT ASHEVILLE,ONE UNIVERSITY HEIGHTS,ASHEVILLE,NC,28804,https://www.unca.edu/
409,COASTAL CAROLINA COMMUNITY COLLEGE,444 WESTERN BLVD,JACKSONVILLE,NC,28546,www.coastalcarolina.edu/
410,FOX COLLEGE,6640 S. CICERO,BEDFORD PARK,IL,60638,www.foxcollege.edu/
411,MR JOHN'S SCHOOL OF COSMETOLOGY ESTHETICS & NAILS-DECATUR,1745 E ELDORADO ST.,DECATUR,IL,62521,NOT AVAILABLE
